Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,confirmed,Confirmed
1,30-01-2020,6:00 PM,Kerala,1,0,0,0,1,1
2,31-01-2020,6:00 PM,Kerala,1,0,0,0,1,2
3,01-02-2020,6:00 PM,Kerala,2,0,0,0,2,4
4,02-02-2020,6:00 PM,Kerala,3,0,0,0,3,7
5,03-02-2020,6:00 PM,Kerala,3,0,0,0,3,10
6,04-02-2020,6:00 PM,Kerala,3,0,0,0,3,13
7,05-02-2020,6:00 PM,Kerala,3,0,0,0,3,16
8,06-02-2020,6:00 PM,Kerala,3,0,0,0,3,19
9,07-02-2020,6:00 PM,Kerala,3,0,0,0,3,22
10,08-02-2020,6:00 PM,Kerala,3,0,0,0,3,25
11,09-02-2020,6:00 PM,Kerala,3,0,0,0,3,28
12,10-02-2020,6:00 PM,Kerala,3,0,0,0,3,31
13,11-02-2020,6:00 PM,Kerala,3,0,0,0,3,34
14,12-02-2020,6:00 PM,Kerala,3,0,0,0,3,37
15,13-02-2020,6:00 PM,Kerala,3,0,0,0,3,40
16,14-02-2020,6:00 PM,Kerala,3,0,0,0,3,43
17,15-02-2020,6:00 PM,Kerala,3,0,0,0,3,46
18,16-02-2020,6:00 PM,Kerala,3,0,0,0,3,49
19,17-02-2020,6:00 PM,Kerala,3,0,0,0,3,52
20,18-02-2020,6:00 PM,Kerala,3,0,0,0,3,55
21,19-02-2020,6:00 PM,Kerala,3,0,0,0,3,58
22,20-02-2020,6:00 PM,Kerala,3,0,0,0,3,61
23,21-02-2020,6:00 PM,Kerala,3,0,0,0,3,64
24,22-02-2020,6:00 PM,Kerala,3,0,0,0,3,67
25,23-02-2020,6:00 PM,Kerala,3,0,0,0,3,70
26,24-02-2020,6:00 PM,Kerala,3,0,0,0,3,73
27,25-02-2020,6:00 PM,Kerala,3,0,0,0,3,76
28,26-02-2020,6:00 PM,Kerala,3,0,0,0,3,79
29,27-02-2020,6:00 PM,Kerala,3,0,0,0,3,82
30,28-02-2020,6:00 PM,Kerala,3,0,0,0,3,85
31,29-02-2020,6:00 PM,Kerala,3,0,0,0,3,88
32,01-03-2020,6:00 PM,Kerala,3,0,0,0,3,91
33,02-03-2020,6:00 PM,Telengana,1,0,0,0,1,92
34,02-03-2020,6:00 PM,Kerala,3,0,0,0,3,95
35,02-03-2020,6:00 PM,Delhi,1,0,0,0,1,96
36,03-03-2020,6:00 PM,Telengana,1,0,0,0,1,97
37,03-03-2020,6:00 PM,Rajasthan,0,1,0,0,1,98
38,03-03-2020,6:00 PM,Kerala,3,0,3,0,3,101
39,03-03-2020,6:00 PM,Delhi,1,0,0,0,1,102
40,04-03-2020,6:00 PM,Uttar Pradesh,6,0,0,0,6,108
41,04-03-2020,6:00 PM,Kerala,3,0,3,0,3,111
42,04-03-2020,6:00 PM,Haryana,0,2,0,0,2,113
43,04-03-2020,6:00 PM,Delhi,1,0,0,0,1,114
44,04-03-2020,6:00 PM,Telengana,1,0,0,0,1,115
45,04-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,130
46,05-03-2020,6:00 PM,Delhi,2,0,0,0,2,132
47,05-03-2020,6:00 PM,Haryana,0,2,0,0,2,134
48,05-03-2020,6:00 PM,Kerala,3,0,3,0,3,137
49,05-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,152
50,05-03-2020,6:00 PM,Telengana,1,0,0,0,1,153
51,05-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,160
52,06-03-2020,6:00 PM,Delhi,3,0,0,0,3,163
53,06-03-2020,6:00 PM,Haryana,0,2,0,0,2,165
54,06-03-2020,6:00 PM,Kerala,3,0,3,0,3,168
55,06-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,183
56,06-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,190
57,06-03-2020,6:00 PM,Telengana,1,0,0,0,1,191
58,07-03-2020,6:00 PM,Kerala,3,0,3,0,3,194
59,07-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,201
60,07-03-2020,6:00 PM,Ladakh,2,0,0,0,2,203
61,07-03-2020,6:00 PM,Telengana,1,0,0,0,1,204
62,07-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,205
63,07-03-2020,6:00 PM,Delhi,3,0,0,0,3,208
64,07-03-2020,6:00 PM,Haryana,0,2,0,0,2,210
65,07-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,225
66,08-03-2020,6:00 PM,Ladakh,2,0,0,0,2,227
67,08-03-2020,6:00 PM,Telengana,1,0,0,0,1,228
68,08-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,229
69,08-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,244
70,08-03-2020,6:00 PM,Kerala,8,0,3,0,8,252
71,08-03-2020,6:00 PM,Haryana,0,2,0,0,2,254
72,08-03-2020,6:00 PM,Delhi,3,0,0,0,3,257
73,08-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,264
74,09-03-2020,6:00 PM,Ladakh,2,0,0,0,2,266
75,09-03-2020,6:00 PM,Karnataka,1,0,0,0,1,267
76,09-03-2020,6:00 PM,Kerala,9,0,3,0,9,276
77,09-03-2020,6:00 PM,Maharashtra,2,0,0,0,2,278
78,09-03-2020,6:00 PM,Punjab,1,0,0,0,1,279
79,09-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,294
80,09-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,295
81,09-03-2020,6:00 PM,Telengana,1,0,0,0,1,296
82,09-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,297
83,09-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,304
84,09-03-2020,6:00 PM,Haryana,0,2,0,0,2,306
85,09-03-2020,6:00 PM,Delhi,4,0,0,0,4,310
86,10-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,317
87,10-03-2020,6:00 PM,Ladakh,2,0,0,0,2,319
88,10-03-2020,6:00 PM,Delhi,4,0,0,0,4,323
89,10-03-2020,6:00 PM,Haryana,0,2,0,0,2,325
90,10-03-2020,6:00 PM,Karnataka,4,0,0,0,4,329
91,10-03-2020,6:00 PM,Kerala,15,0,3,0,15,344
92,10-03-2020,6:00 PM,Maharashtra,5,0,0,0,5,349
93,10-03-2020,6:00 PM,Punjab,1,0,0,0,1,350
94,10-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,365
95,10-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,366
96,10-03-2020,6:00 PM,Telengana,1,0,0,0,1,367
97,10-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,368
98,11-03-2020,6:00 PM,Maharashtra,2,0,0,0,2,370
99,11-03-2020,6:00 PM,Delhi,5,0,0,0,5,375
100,11-03-2020,6:00 PM,Haryana,0,14,0,0,14,389
101,11-03-2020,6:00 PM,Kerala,17,0,3,0,17,406
102,11-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,409
103,11-03-2020,6:00 PM,Telengana,1,0,0,0,1,410
104,11-03-2020,6:00 PM,Uttar Pradesh,9,0,0,0,9,419
105,11-03-2020,6:00 PM,Ladakh,2,0,0,0,2,421
106,11-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,422
107,11-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,423
108,11-03-2020,6:00 PM,Punjab,1,0,0,0,1,424
109,11-03-2020,6:00 PM,Karnataka,4,0,0,0,4,428
110,12-03-2020,6:00 PM,Delhi,6,0,0,0,6,434
111,12-03-2020,6:00 PM,Haryana,0,14,0,0,14,448
112,12-03-2020,6:00 PM,Kerala,17,0,3,0,17,465
113,12-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,468
114,12-03-2020,6:00 PM,Telengana,1,0,0,0,1,469
115,12-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,480
116,12-03-2020,6:00 PM,Ladakh,3,0,0,0,3,483
117,12-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,484
118,12-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,485
119,12-03-2020,6:00 PM,Punjab,1,0,0,0,1,486
120,12-03-2020,6:00 PM,Karnataka,4,0,0,0,4,490
121,12-03-2020,6:00 PM,Maharashtra,11,0,0,0,11,501
122,12-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,502
123,13-03-2020,6:00 PM,Delhi,6,0,0,0,6,508
124,13-03-2020,6:00 PM,Haryana,0,14,0,0,14,522
125,13-03-2020,6:00 PM,Kerala,19,0,3,0,19,541
126,13-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,544
127,13-03-2020,6:00 PM,Telengana,1,0,0,0,1,545
128,13-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,556
129,13-03-2020,6:00 PM,Ladakh,3,0,0,0,3,559
130,13-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,560
131,13-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,561
132,13-03-2020,6:00 PM,Punjab,1,0,0,0,1,562
133,13-03-2020,6:00 PM,Karnataka,6,0,0,1,6,568
134,13-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,582
135,13-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,583
136,14-03-2020,6:00 PM,Delhi,7,0,1,1,7,590
137,14-03-2020,6:00 PM,Haryana,0,14,0,0,14,604
138,14-03-2020,6:00 PM,Kerala,19,0,3,0,19,623
139,14-03-2020,6:00 PM,Rajasthan,1,2,1,0,3,626
140,14-03-2020,6:00 PM,Telengana,1,0,0,0,1,627
141,14-03-2020,6:00 PM,Uttar Pradesh,11,1,5,0,12,639
142,14-03-2020,6:00 PM,Ladakh,3,0,0,0,3,642
143,14-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,643
144,14-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,645
145,14-03-2020,6:00 PM,Punjab,1,0,0,0,1,646
146,14-03-2020,6:00 PM,Karnataka,6,0,0,1,6,652
147,14-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,666
148,14-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,667
149,15-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,668
150,15-03-2020,6:00 PM,Delhi,7,0,2,1,7,675
151,15-03-2020,6:00 PM,Haryana,0,14,0,0,14,689
152,15-03-2020,6:00 PM,Karnataka,6,0,0,1,6,695
153,15-03-2020,6:00 PM,Kerala,22,0,3,0,22,717
154,15-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,749
155,15-03-2020,6:00 PM,Punjab,1,0,0,0,1,750
156,15-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,754
157,15-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,755
158,15-03-2020,6:00 PM,Telengana,3,0,1,0,3,758
159,15-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,760
160,15-03-2020,6:00 PM,Ladakh,3,0,0,0,3,763
161,15-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,776
162,15-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,777
163,16-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,778
164,16-03-2020,6:00 PM,Delhi,7,0,2,1,7,785
165,16-03-2020,6:00 PM,Haryana,0,14,0,0,14,799
166,16-03-2020,6:00 PM,Karnataka,6,0,0,1,6,805
167,16-03-2020,6:00 PM,Kerala,23,0,3,0,23,828
168,16-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,860
169,16-03-2020,6:00 PM,Odisha,1,0,0,0,1,861
170,16-03-2020,6:00 PM,Punjab,1,0,0,0,1,862
171,16-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,866
172,16-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,867
173,16-03-2020,6:00 PM,Telengana,3,0,1,0,3,870
174,16-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,873
175,16-03-2020,6:00 PM,Ladakh,4,0,0,0,4,877
176,16-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,890
177,16-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,891
178,17-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,892
179,17-03-2020,6:00 PM,Delhi,8,0,2,1,8,900
180,17-03-2020,6:00 PM,Haryana,1,14,0,0,15,915
181,17-03-2020,6:00 PM,Karnataka,11,0,0,1,11,926
182,17-03-2020,6:00 PM,Kerala,24,2,3,0,26,952
183,17-03-2020,6:00 PM,Maharashtra,36,3,0,1,39,991
184,17-03-2020,6:00 PM,Odisha,1,0,0,0,1,992
185,17-03-2020,6:00 PM,Punjab,1,0,0,0,1,993
186,17-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,997
187,17-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,998
188,17-03-2020,6:00 PM,Telengana,3,2,1,0,5,1003
189,17-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,1006
190,17-03-2020,6:00 PM,Ladakh,6,0,0,0,6,1012
191,17-03-2020,6:00 PM,Uttar Pradesh,14,1,5,0,15,1027
192,17-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,1028
193,18-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,1029
194,18-03-2020,6:00 PM,Delhi,9,1,2,1,10,1039
195,18-03-2020,6:00 PM,Haryana,3,14,0,0,17,1056
196,18-03-2020,6:00 PM,Karnataka,11,0,0,1,11,1067
197,18-03-2020,6:00 PM,Kerala,25,2,3,0,27,1094
198,18-03-2020,6:00 PM,Maharashtra,39,3,0,1,42,1136
199,18-03-2020,6:00 PM,Odisha,1,0,0,0,1,1137
200,18-03-2020,6:00 PM,Puducherry,1,0,0,0,1,1138
201,18-03-2020,6:00 PM,Punjab,1,0,0,0,1,1139
202,18-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,1143
203,18-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1144
204,18-03-2020,6:00 PM,Telengana,4,2,1,0,6,1150
205,18-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,1153
206,18-03-2020,6:00 PM,Ladakh,8,0,0,0,8,1161
207,18-03-2020,6:00 PM,Uttar Pradesh,15,1,5,0,16,1177
208,18-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,1178
209,18-03-2020,6:00 PM,West Bengal,1,0,0,0,1,1179
210,19-03-2020,6:00 PM,Andhra Pradesh,2,0,0,0,2,1181
211,19-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,1182
212,19-03-2020,6:00 PM,Delhi,11,1,3,1,12,1194
213,19-03-2020,6:00 PM,Haryana,3,14,0,0,17,1211
214,19-03-2020,6:00 PM,Karnataka,14,0,0,1,14,1225
215,19-03-2020,6:00 PM,Kerala,25,2,3,0,27,1252
216,19-03-2020,6:00 PM,Maharashtra,44,3,0,1,47,1299
217,19-03-2020,6:00 PM,Odisha,1,0,0,0,1,1300
218,19-03-2020,6:00 PM,Puducherry,1,0,0,0,1,1301
219,19-03-2020,6:00 PM,Punjab,2,0,0,1,2,1303
220,19-03-2020,6:00 PM,Rajasthan,5,2,3,0,7,1310
221,19-03-2020,6:00 PM,Tamil Nadu,2,0,1,0,2,1312
222,19-03-2020,6:00 PM,Telengana,4,2,1,0,6,1318
223,19-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,1319
224,19-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,1323
225,19-03-2020,6:00 PM,Ladakh,8,0,0,0,8,1331
226,19-03-2020,6:00 PM,Uttar Pradesh,18,1,9,0,19,1350
227,19-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,1351
228,19-03-2020,6:00 PM,West Bengal,1,0,0,0,1,1352
229,20-03-2020,6:00 PM,Andhra Pradesh,3,0,0,0,3,1355
230,20-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,1356
231,20-03-2020,6:00 PM,Delhi,16,1,5,1,17,1373
232,20-03-2020,6:00 PM,Gujarat,5,0,0,0,5,1378
233,20-03-2020,6:00 PM,Haryana,3,14,0,0,17,1395
234,20-03-2020,6:00 PM,Karnataka,15,0,1,1,15,1410
235,20-03-2020,6:00 PM,Kerala,26,2,3,0,28,1438
236,20-03-2020,6:00 PM,Maharashtra,49,3,0,1,52,1490
237,20-03-2020,6:00 PM,Odisha,2,0,0,0,2,1492
238,20-03-2020,6:00 PM,Puducherry,1,0,0,0,1,1493
239,20-03-2020,6:00 PM,Punjab,2,0,0,1,2,1495
240,20-03-2020,6:00 PM,Rajasthan,15,2,3,0,17,1512
241,20-03-2020,6:00 PM,Tamil Nadu,3,0,1,0,3,1515
242,20-03-2020,6:00 PM,Telengana,8,9,1,0,17,1532
243,20-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,1533
244,20-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,1537
245,20-03-2020,6:00 PM,Ladakh,10,0,0,0,10,1547
246,20-03-2020,6:00 PM,Uttar Pradesh,22,1,9,0,23,1570
247,20-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,1573
248,20-03-2020,6:00 PM,West Bengal,2,0,0,0,2,1575
249,21-03-2020,6:00 PM,Andhra Pradesh,3,0,0,0,3,1578
250,21-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,1579
251,21-03-2020,6:00 PM,Delhi,25,1,5,1,26,1605
252,21-03-2020,6:00 PM,Gujarat,7,0,0,0,7,1612
253,21-03-2020,6:00 PM,Haryana,3,14,0,0,17,1629
254,21-03-2020,6:00 PM,Himachal Pradesh,2,0,0,0,2,1631
255,21-03-2020,6:00 PM,Karnataka,15,0,1,1,15,1646
256,21-03-2020,6:00 PM,Kerala,33,7,3,0,40,1686
257,21-03-2020,6:00 PM,Madhya Pradesh,4,0,0,0,4,1690
258,21-03-2020,6:00 PM,Maharashtra,60,3,0,1,63,1753
259,21-03-2020,6:00 PM,Odisha,2,0,0,0,2,1755
260,21-03-2020,6:00 PM,Puducherry,1,0,0,0,1,1756
261,21-03-2020,6:00 PM,Punjab,13,0,0,1,13,1769
262,21-03-2020,6:00 PM,Rajasthan,15,2,3,0,17,1786
263,21-03-2020,6:00 PM,Tamil Nadu,3,0,1,0,3,1789
264,21-03-2020,6:00 PM,Telengana,10,11,1,0,21,1810
265,21-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,1811
266,21-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,1815
267,21-03-2020,6:00 PM,Ladakh,13,0,0,0,13,1828
268,21-03-2020,6:00 PM,Uttar Pradesh,23,1,9,0,24,1852
269,21-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,1855
270,21-03-2020,6:00 PM,West Bengal,3,0,0,0,3,1858
271,22-03-2020,6:00 PM,Andhra Pradesh,5,0,0,0,5,1863
272,22-03-2020,6:00 PM,Bihar,2,0,0,1,2,1865
273,22-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,1866
274,22-03-2020,6:00 PM,Delhi,28,1,5,1,29,1895
275,22-03-2020,6:00 PM,Gujarat,18,0,0,1,18,1913
276,22-03-2020,6:00 PM,Haryana,7,14,0,0,21,1934
277,22-03-2020,6:00 PM,Himachal Pradesh,2,0,0,0,2,1936
278,22-03-2020,6:00 PM,Karnataka,26,0,2,1,26,1962
279,22-03-2020,6:00 PM,Kerala,45,7,3,0,52,2014
280,22-03-2020,6:00 PM,Madhya Pradesh,4,0,0,0,4,2018
281,22-03-2020,6:00 PM,Maharashtra,64,3,0,2,67,2085
282,22-03-2020,6:00 PM,Odisha,2,0,0,0,2,2087
283,22-03-2020,6:00 PM,Puducherry,1,0,0,0,1,2088
284,22-03-2020,6:00 PM,Punjab,21,0,0,1,21,2109
285,22-03-2020,6:00 PM,Rajasthan,22,2,3,0,24,2133
286,22-03-2020,6:00 PM,Tamil Nadu,5,2,1,0,7,2140
287,22-03-2020,6:00 PM,Telengana,11,11,1,0,22,2162
288,22-03-2020,6:00 PM,Chandigarh,5,0,0,0,5,2167
289,22-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,2171
290,22-03-2020,6:00 PM,Ladakh,13,0,0,0,13,2184
291,22-03-2020,6:00 PM,Uttar Pradesh,26,1,9,0,27,2211
292,22-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,2214
293,22-03-2020,6:00 PM,West Bengal,4,0,0,0,4,2218
294,23-03-2020,6:00 PM,Andhra Pradesh,7,0,0,0,7,2225
295,23-03-2020,6:00 PM,Bihar,2,0,0,1,2,2227
296,23-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,2228
297,23-03-2020,6:00 PM,Delhi,28,1,5,1,29,2257
298,23-03-2020,6:00 PM,Gujarat,29,0,0,1,29,2286
299,23-03-2020,6:00 PM,Haryana,12,14,0,0,26,2312
300,23-03-2020,6:00 PM,Himachal Pradesh,2,0,0,0,2,2314
301,23-03-2020,6:00 PM,Karnataka,33,0,2,1,33,2347
302,23-03-2020,6:00 PM,Kerala,60,7,3,0,67,2414
303,23-03-2020,6:00 PM,Madhya Pradesh,6,0,0,0,6,2420
304,23-03-2020,6:00 PM,Maharashtra,71,3,0,2,74,2494
305,23-03-2020,6:00 PM,Odisha,2,0,0,0,2,2496
306,23-03-2020,6:00 PM,Puducherry,1,0,0,0,1,2497
307,23-03-2020,6:00 PM,Punjab,21,0,0,1,21,2518
308,23-03-2020,6:00 PM,Rajasthan,26,2,3,0,28,2546
309,23-03-2020,6:00 PM,Tamil Nadu,7,2,1,0,9,2555
310,23-03-2020,6:00 PM,Telengana,22,10,1,0,32,2587
311,23-03-2020,6:00 PM,Chandigarh,6,0,0,0,6,2593
312,23-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,2597
313,23-03-2020,6:00 PM,Ladakh,13,0,0,0,13,2610
314,23-03-2020,6:00 PM,Uttar Pradesh,30,1,9,0,31,2641
315,23-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,2644
316,23-03-2020,6:00 PM,West Bengal,7,0,0,0,7,2651
317,24-03-2020,6:00 PM,Andhra Pradesh,8,0,0,0,8,2659
318,24-03-2020,6:00 PM,Bihar,3,0,0,1,3,2662
319,24-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,2663
320,24-03-2020,6:00 PM,Delhi,29,1,6,1,30,2693
321,24-03-2020,6:00 PM,Gujarat,32,1,0,1,33,2726
322,24-03-2020,6:00 PM,Haryana,14,14,11,0,28,2754
323,24-03-2020,6:00 PM,Himachal Pradesh,3,0,0,1,3,2757
324,24-03-2020,6:00 PM,Karnataka,37,0,3,1,37,2794
325,24-03-2020,6:00 PM,Kerala,87,8,4,0,95,2889
326,24-03-2020,6:00 PM,Madhya Pradesh,7,0,0,0,7,2896
327,24-03-2020,6:00 PM,Maharashtra,86,3,0,2,89,2985
328,24-03-2020,6:00 PM,Manipur,1,0,0,0,1,2986
329,24-03-2020,6:00 PM,Odisha,2,0,0,0,2,2988
330,24-03-2020,6:00 PM,Puducherry,1,0,0,0,1,2989
331,24-03-2020,6:00 PM,Punjab,29,0,0,1,29,3018
332,24-03-2020,6:00 PM,Rajasthan,30,2,3,0,32,3050
333,24-03-2020,6:00 PM,Tamil Nadu,13,2,1,0,15,3065
334,24-03-2020,6:00 PM,Telengana,25,10,1,0,35,3100
