Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,confirmed,Confirmed
335,24-03-2020,6:00 PM,Chandigarh,7,0,0,0,7,3107
336,24-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,3111
337,24-03-2020,6:00 PM,Ladakh,13,0,0,0,13,3124
338,24-03-2020,6:00 PM,Uttar Pradesh,32,1,11,0,33,3157
339,24-03-2020,6:00 PM,Uttarakhand,3,1,0,0,4,3161
340,24-03-2020,6:00 PM,West Bengal,9,0,0,1,9,3170
341,25-03-2020,6:00 PM,Andhra Pradesh,9,0,1,0,9,3179
342,25-03-2020,6:00 PM,Bihar,4,0,0,1,4,3183
343,25-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,3184
344,25-03-2020,6:00 PM,Delhi,30,1,6,1,31,3215
345,25-03-2020,6:00 PM,Gujarat,37,1,0,1,38,3253
346,25-03-2020,6:00 PM,Haryana,14,14,11,0,28,3281
347,25-03-2020,6:00 PM,Himachal Pradesh,3,0,0,1,3,3284
348,25-03-2020,6:00 PM,Karnataka,41,0,3,1,41,3325
349,25-03-2020,6:00 PM,Kerala,101,8,4,0,109,3434
350,25-03-2020,6:00 PM,Madhya Pradesh,14,0,0,0,14,3448
351,25-03-2020,6:00 PM,Maharashtra,125,3,1,3,128,3576
352,25-03-2020,6:00 PM,Manipur,1,0,0,0,1,3577
353,25-03-2020,6:00 PM,Mizoram,1,0,0,0,1,3578
354,25-03-2020,6:00 PM,Odisha,2,0,0,0,2,3580
355,25-03-2020,6:00 PM,Puducherry,1,0,0,0,1,3581
356,25-03-2020,6:00 PM,Punjab,29,0,0,1,29,3610
357,25-03-2020,6:00 PM,Rajasthan,34,2,3,0,36,3646
358,25-03-2020,6:00 PM,Tamil Nadu,16,2,1,0,18,3664
359,25-03-2020,6:00 PM,Telengana,25,10,1,0,35,3699
360,25-03-2020,6:00 PM,Chandigarh,7,0,0,0,7,3706
361,25-03-2020,6:00 PM,Jammu and Kashmir,7,0,1,0,7,3713
362,25-03-2020,6:00 PM,Ladakh,13,0,0,0,13,3726
363,25-03-2020,6:00 PM,Uttar Pradesh,36,1,11,0,37,3763
364,25-03-2020,6:00 PM,Uttarakhand,3,1,0,0,4,3767
365,25-03-2020,6:00 PM,West Bengal,9,0,0,1,9,3776
366,26-03-2020,6:00 PM,Andaman and Nicobar Islands,1,0,0,0,1,3777
367,26-03-2020,6:00 PM,Andhra Pradesh,11,0,1,0,11,3788
368,26-03-2020,6:00 PM,Bihar,6,0,0,1,6,3794
369,26-03-2020,6:00 PM,Chandigarh,7,0,0,0,7,3801
370,26-03-2020,6:00 PM,Chhattisgarh,6,0,0,0,6,3807
371,26-03-2020,6:00 PM,Delhi,35,1,6,1,36,3843
372,26-03-2020,6:00 PM,Goa,3,0,0,0,3,3846
373,26-03-2020,6:00 PM,Gujarat,42,1,0,3,43,3889
374,26-03-2020,6:00 PM,Haryana,16,14,11,0,30,3919
375,26-03-2020,6:00 PM,Himachal Pradesh,3,0,0,1,3,3922
376,26-03-2020,6:00 PM,Jammu and Kashmir,13,0,1,0,13,3935
377,26-03-2020,6:00 PM,Karnataka,55,0,3,2,55,3990
378,26-03-2020,6:00 PM,Kerala,110,8,6,0,118,4108
379,26-03-2020,6:00 PM,Ladakh,13,0,0,0,13,4121
380,26-03-2020,6:00 PM,Madhya Pradesh,20,0,0,1,20,4141
381,26-03-2020,6:00 PM,Maharashtra,121,3,1,3,124,4265
382,26-03-2020,6:00 PM,Manipur,1,0,0,0,1,4266
383,26-03-2020,6:00 PM,Mizoram,1,0,0,0,1,4267
384,26-03-2020,6:00 PM,Odisha,2,0,0,0,2,4269
385,26-03-2020,6:00 PM,Puducherry,1,0,0,0,1,4270
386,26-03-2020,6:00 PM,Punjab,33,0,0,1,33,4303
387,26-03-2020,6:00 PM,Rajasthan,39,2,3,0,41,4344
388,26-03-2020,6:00 PM,Tamil Nadu,20,6,1,1,26,4370
389,26-03-2020,6:00 PM,Telengana,34,10,1,0,44,4414
390,26-03-2020,6:00 PM,Uttarakhand,4,1,0,0,5,4419
391,26-03-2020,6:00 PM,Uttar Pradesh,40,1,11,0,41,4460
392,26-03-2020,6:00 PM,West Bengal,10,0,0,1,10,4470
393,27-03-2020,10:00 AM,Andaman and Nicobar Islands,1,0,0,0,1,4471
394,27-03-2020,10:00 AM,Andhra Pradesh,12,0,1,0,12,4483
395,27-03-2020,10:00 AM,Bihar,6,0,0,1,6,4489
396,27-03-2020,10:00 AM,Chandigarh,7,0,0,0,7,4496
397,27-03-2020,10:00 AM,Chhattisgarh,6,0,0,0,6,4502
398,27-03-2020,10:00 AM,Delhi,35,1,6,1,36,4538
399,27-03-2020,10:00 AM,Goa,3,0,0,0,3,4541
400,27-03-2020,10:00 AM,Gujarat,42,1,0,3,43,4584
401,27-03-2020,10:00 AM,Haryana,16,14,11,0,30,4614
402,27-03-2020,10:00 AM,Himachal Pradesh,3,0,0,1,3,4617
403,27-03-2020,10:00 AM,Jammu and Kashmir,13,0,1,1,13,4630
404,27-03-2020,10:00 AM,Karnataka,55,0,3,2,55,4685
405,27-03-2020,10:00 AM,Kerala,129,8,11,0,137,4822
406,27-03-2020,10:00 AM,Ladakh,13,0,3,0,13,4835
407,27-03-2020,10:00 AM,Madhya Pradesh,20,0,0,1,20,4855
408,27-03-2020,10:00 AM,Maharashtra,127,3,15,4,130,4985
409,27-03-2020,10:00 AM,Manipur,1,0,0,0,1,4986
410,27-03-2020,10:00 AM,Mizoram,1,0,0,0,1,4987
411,27-03-2020,10:00 AM,Odisha,2,0,0,0,2,4989
412,27-03-2020,10:00 AM,Puducherry,1,0,0,0,1,4990
413,27-03-2020,10:00 AM,Punjab,33,0,0,1,33,5023
414,27-03-2020,10:00 AM,Rajasthan,39,2,3,0,41,5064
415,27-03-2020,10:00 AM,Tamil Nadu,23,6,1,1,29,5093
416,27-03-2020,10:00 AM,Telengana,35,10,1,0,45,5138
417,27-03-2020,10:00 AM,Uttarakhand,4,1,0,0,5,5143
418,27-03-2020,10:00 AM,Uttar Pradesh,40,1,11,0,41,5184
419,27-03-2020,10:00 AM,West Bengal,10,0,0,1,10,5194
420,28-03-2020,6:00 PM,Andhra Pradesh,14,0,1,0,14,5208
421,28-03-2020,6:00 PM,Andaman and Nicobar Islands,6,0,0,0,6,5214
422,28-03-2020,6:00 PM,Bihar,9,0,0,1,9,5223
423,28-03-2020,6:00 PM,Chandigarh,8,0,0,0,8,5231
424,28-03-2020,6:00 PM,Chhattisgarh,6,0,0,0,6,5237
425,28-03-2020,6:00 PM,Delhi,38,1,6,1,39,5276
426,28-03-2020,6:00 PM,Goa,3,0,0,0,3,5279
427,28-03-2020,6:00 PM,Gujarat,44,1,0,3,45,5324
428,28-03-2020,6:00 PM,Haryana,19,14,12,0,33,5357
429,28-03-2020,6:00 PM,Himachal Pradesh,3,0,0,1,3,5360
430,28-03-2020,6:00 PM,Jammu and Kashmir,20,0,1,1,20,5380
431,28-03-2020,6:00 PM,Karnataka,55,0,3,2,55,5435
432,28-03-2020,6:00 PM,Kerala,168,8,11,0,176,5611
433,28-03-2020,6:00 PM,Ladakh,13,0,3,0,13,5624
434,28-03-2020,6:00 PM,Madhya Pradesh,30,0,0,2,30,5654
435,28-03-2020,6:00 PM,Maharashtra,177,3,25,5,180,5834
436,28-03-2020,6:00 PM,Manipur,1,0,0,0,1,5835
437,28-03-2020,6:00 PM,Mizoram,1,0,0,0,1,5836
438,28-03-2020,6:00 PM,Odisha,3,0,0,0,3,5839
439,28-03-2020,6:00 PM,Puducherry,1,0,0,0,1,5840
440,28-03-2020,6:00 PM,Punjab,38,0,1,1,38,5878
441,28-03-2020,6:00 PM,Rajasthan,52,2,3,0,54,5932
442,28-03-2020,6:00 PM,Tamil Nadu,34,6,2,1,40,5972
443,28-03-2020,6:00 PM,Telengana,46,10,1,0,56,6028
444,28-03-2020,6:00 PM,Uttarakhand,4,1,0,0,5,6033
445,28-03-2020,6:00 PM,Uttar Pradesh,54,1,11,0,55,6088
446,28-03-2020,6:00 PM,West Bengal,15,0,0,1,15,6103
447,29-03-2020,7:30 PM,Andhra Pradesh,-,-,1,0,19,6122
448,29-03-2020,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,9,6131
449,29-03-2020,7:30 PM,Bihar,-,-,0,1,11,6142
450,29-03-2020,7:30 PM,Chandigarh,-,-,0,0,8,6150
451,29-03-2020,7:30 PM,Chhattisgarh,-,-,0,0,7,6157
452,29-03-2020,7:30 PM,Delhi,-,-,6,2,49,6206
453,29-03-2020,7:30 PM,Goa,-,-,0,0,5,6211
454,29-03-2020,7:30 PM,Gujarat,-,-,1,5,58,6269
455,29-03-2020,7:30 PM,Haryana,-,-,17,0,33,6302
456,29-03-2020,7:30 PM,Himachal Pradesh,-,-,0,1,3,6305
457,29-03-2020,7:30 PM,Jammu and Kashmir,-,-,1,2,31,6336
458,29-03-2020,7:30 PM,Karnataka,-,-,5,3,76,6412
459,29-03-2020,7:30 PM,Kerala,-,-,15,1,182,6594
460,29-03-2020,7:30 PM,Ladakh,-,-,3,0,13,6607
461,29-03-2020,7:30 PM,Madhya Pradesh,-,-,0,2,30,6637
462,29-03-2020,7:30 PM,Maharashtra,-,-,25,6,186,6823
463,29-03-2020,7:30 PM,Manipur,-,-,0,0,1,6824
464,29-03-2020,7:30 PM,Mizoram,-,-,0,0,1,6825
465,29-03-2020,7:30 PM,Odisha,-,-,0,0,3,6828
466,29-03-2020,7:30 PM,Puducherry,-,-,0,0,1,6829
467,29-03-2020,7:30 PM,Punjab,-,-,1,1,38,6867
468,29-03-2020,7:30 PM,Rajasthan,-,-,3,0,55,6922
469,29-03-2020,7:30 PM,Tamil Nadu,-,-,4,1,49,6971
470,29-03-2020,7:30 PM,Telengana,-,-,1,1,66,7037
471,29-03-2020,7:30 PM,Uttarakhand,-,-,2,0,7,7044
472,29-03-2020,7:30 PM,Uttar Pradesh,-,-,11,0,65,7109
473,29-03-2020,7:30 PM,West Bengal,-,-,0,1,18,7127
474,30-03-2020,9:30 PM,Andhra Pradesh,-,-,1,0,23,7150
475,30-03-2020,9:30 PM,Andaman and Nicobar Islands,-,-,0,0,9,7159
476,30-03-2020,9:30 PM,Bihar,-,-,0,1,15,7174
477,30-03-2020,9:30 PM,Chandigarh,-,-,0,0,8,7182
478,30-03-2020,9:30 PM,Chhattisgarh,-,-,0,0,7,7189
479,30-03-2020,9:30 PM,Delhi,-,-,6,2,87,7276
480,30-03-2020,9:30 PM,Goa,-,-,0,0,5,7281
481,30-03-2020,9:30 PM,Gujarat,-,-,1,6,69,7350
482,30-03-2020,9:30 PM,Haryana,-,-,18,0,36,7386
483,30-03-2020,9:30 PM,Himachal Pradesh,-,-,0,1,3,7389
484,30-03-2020,9:30 PM,Jammu and Kashmir,-,-,2,2,48,7437
485,30-03-2020,9:30 PM,Karnataka,-,-,5,3,83,7520
486,30-03-2020,9:30 PM,Kerala,-,-,19,1,202,7722
487,30-03-2020,9:30 PM,Ladakh,-,-,3,0,13,7735
488,30-03-2020,9:30 PM,Madhya Pradesh,-,-,0,3,47,7782
489,30-03-2020,9:30 PM,Maharashtra,-,-,25,8,198,7980
490,30-03-2020,9:30 PM,Manipur,-,-,0,0,1,7981
491,30-03-2020,9:30 PM,Mizoram,-,-,0,0,1,7982
492,30-03-2020,9:30 PM,Odisha,-,-,0,0,3,7985
493,30-03-2020,9:30 PM,Puducherry,-,-,0,0,1,7986
494,30-03-2020,9:30 PM,Punjab,-,-,1,1,38,8024
495,30-03-2020,9:30 PM,Rajasthan,-,-,3,0,59,8083
496,30-03-2020,9:30 PM,Tamil Nadu,-,-,4,1,67,8150
497,30-03-2020,9:30 PM,Telengana,-,-,1,1,71,8221
498,30-03-2020,9:30 PM,Uttarakhand,-,-,2,0,7,8228
499,30-03-2020,9:30 PM,Uttar Pradesh,-,-,11,0,82,8310
500,30-03-2020,9:30 PM,West Bengal,-,-,0,1,22,8332
501,30-03-2020,9:30 PM,Unassigned,-,-,0,0,46,8378
502,31-03-2020,8:30 PM,Andhra Pradesh,-,-,1,0,40,8418
503,31-03-2020,8:30 PM,Andaman and Nicobar Islands,-,-,0,0,10,8428
504,31-03-2020,8:30 PM,Bihar,-,-,0,1,15,8443
505,31-03-2020,8:30 PM,Chandigarh,-,-,0,0,13,8456
506,31-03-2020,8:30 PM,Chhattisgarh,-,-,0,0,8,8464
507,31-03-2020,8:30 PM,Delhi,-,-,6,2,97,8561
508,31-03-2020,8:30 PM,Goa,-,-,0,0,5,8566
509,31-03-2020,8:30 PM,Gujarat,-,-,3,6,73,8639
510,31-03-2020,8:30 PM,Haryana,-,-,21,0,40,8679
511,31-03-2020,8:30 PM,Himachal Pradesh,-,-,0,1,3,8682
512,31-03-2020,8:30 PM,Jammu and Kashmir,-,-,2,2,54,8736
513,31-03-2020,8:30 PM,Karnataka,-,-,5,3,83,8819
514,31-03-2020,8:30 PM,Kerala,-,-,19,1,234,9053
515,31-03-2020,8:30 PM,Ladakh,-,-,3,0,13,9066
516,31-03-2020,8:30 PM,Madhya Pradesh,-,-,0,3,47,9113
517,31-03-2020,8:30 PM,Maharashtra,-,-,39,9,216,9329
518,31-03-2020,8:30 PM,Manipur,-,-,0,0,1,9330
519,31-03-2020,8:30 PM,Mizoram,-,-,0,0,1,9331
520,31-03-2020,8:30 PM,Odisha,-,-,0,0,3,9334
521,31-03-2020,8:30 PM,Puducherry,-,-,0,0,1,9335
522,31-03-2020,8:30 PM,Punjab,-,-,1,3,41,9376
523,31-03-2020,8:30 PM,Rajasthan,-,-,3,0,74,9450
524,31-03-2020,8:30 PM,Tamil Nadu,-,-,4,1,74,9524
525,31-03-2020,8:30 PM,Telengana,-,-,1,1,79,9603
526,31-03-2020,8:30 PM,Uttarakhand,-,-,2,0,7,9610
527,31-03-2020,8:30 PM,Uttar Pradesh,-,-,14,0,101,9711
528,31-03-2020,8:30 PM,West Bengal,-,-,0,2,26,9737
529,31-03-2020,8:30 PM,Unassigned,-,-,0,0,38,9775
530,01-04-2020,7:30 PM,Andhra Pradesh,-,-,1,0,83,9858
531,01-04-2020,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,10,9868
532,01-04-2020,7:30 PM,Assam,-,-,0,0,1,9869
533,01-04-2020,7:30 PM,Bihar,-,-,0,1,23,9892
534,01-04-2020,7:30 PM,Chandigarh,-,-,0,0,16,9908
535,01-04-2020,7:30 PM,Chhattisgarh,-,-,2,0,9,9917
536,01-04-2020,7:30 PM,Delhi,-,-,6,2,152,10069
537,01-04-2020,7:30 PM,Goa,-,-,0,0,5,10074
538,01-04-2020,7:30 PM,Gujarat,-,-,5,6,82,10156
539,01-04-2020,7:30 PM,Haryana,-,-,21,0,43,10199
540,01-04-2020,7:30 PM,Himachal Pradesh,-,-,0,1,3,10202
541,01-04-2020,7:30 PM,Jammu and Kashmir,-,-,2,2,62,10264
542,01-04-2020,7:30 PM,Jharkhand,-,-,0,0,1,10265
543,01-04-2020,7:30 PM,Karnataka,-,-,8,3,101,10366
544,01-04-2020,7:30 PM,Kerala,-,-,23,2,241,10607
545,01-04-2020,7:30 PM,Ladakh,-,-,3,0,13,10620
546,01-04-2020,7:30 PM,Madhya Pradesh,-,-,0,3,66,10686
547,01-04-2020,7:30 PM,Maharashtra,-,-,39,9,302,10988
548,01-04-2020,7:30 PM,Manipur,-,-,0,0,1,10989
549,01-04-2020,7:30 PM,Mizoram,-,-,0,0,1,10990
550,01-04-2020,7:30 PM,Odisha,-,-,0,0,4,10994
551,01-04-2020,7:30 PM,Puducherry,-,-,1,0,3,10997
552,01-04-2020,7:30 PM,Punjab,-,-,1,3,42,11039
553,01-04-2020,7:30 PM,Rajasthan,-,-,3,0,93,11132
554,01-04-2020,7:30 PM,Tamil Nadu,-,-,6,1,234,11366
555,01-04-2020,7:30 PM,Telengana,-,-,1,3,96,11462
556,01-04-2020,7:30 PM,Uttarakhand,-,-,2,0,7,11469
557,01-04-2020,7:30 PM,Uttar Pradesh,-,-,14,2,103,11572
558,01-04-2020,7:30 PM,West Bengal,-,-,6,3,37,11609
559,02-04-2020,6:00 PM,Andhra Pradesh,-,-,1,1,86,11695
560,02-04-2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,11705
561,02-04-2020,6:00 PM,Assam,-,-,0,0,5,11710
562,02-04-2020,6:00 PM,Bihar,-,-,0,1,24,11734
563,02-04-2020,6:00 PM,Chandigarh,-,-,0,0,16,11750
564,02-04-2020,6:00 PM,Chhattisgarh,-,-,2,0,9,11759
565,02-04-2020,6:00 PM,Delhi,-,-,8,4,219,11978
566,02-04-2020,6:00 PM,Goa,-,-,0,0,5,11983
567,02-04-2020,6:00 PM,Gujarat,-,-,8,7,87,12070
568,02-04-2020,6:00 PM,Haryana,-,-,21,0,43,12113
569,02-04-2020,6:00 PM,Himachal Pradesh,-,-,1,1,3,12116
570,02-04-2020,6:00 PM,Jammu and Kashmir,-,-,2,2,62,12178
571,02-04-2020,6:00 PM,Jharkhand,-,-,0,0,1,12179
572,02-04-2020,6:00 PM,Karnataka,-,-,9,3,110,12289
573,02-04-2020,6:00 PM,Kerala,-,-,25,2,265,12554
574,02-04-2020,6:00 PM,Ladakh,-,-,3,0,13,12567
575,02-04-2020,6:00 PM,Madhya Pradesh,-,-,0,6,99,12666
576,02-04-2020,6:00 PM,Maharashtra,-,-,42,13,335,13001
577,02-04-2020,6:00 PM,Manipur,-,-,0,0,1,13002
578,02-04-2020,6:00 PM,Mizoram,-,-,0,0,1,13003
579,02-04-2020,6:00 PM,Odisha,-,-,0,0,4,13007
580,02-04-2020,6:00 PM,Puducherry,-,-,1,0,3,13010
581,02-04-2020,6:00 PM,Punjab,-,-,1,4,46,13056
582,02-04-2020,6:00 PM,Rajasthan,-,-,3,0,108,13164
583,02-04-2020,6:00 PM,Tamil Nadu,-,-,6,1,234,13398
584,02-04-2020,6:00 PM,Telengana,-,-,1,3,107,13505
585,02-04-2020,6:00 PM,Uttarakhand,-,-,2,0,7,13512
586,02-04-2020,6:00 PM,Uttar Pradesh,-,-,14,2,113,13625
587,02-04-2020,6:00 PM,West Bengal,-,-,6,3,53,13678
588,03-04-2020,6:00 PM,Andhra Pradesh,-,-,1,1,132,13810
589,03-04-2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,13820
590,03-04-2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1,13821
591,03-04-2020,6:00 PM,Assam,-,-,0,0,16,13837
592,03-04-2020,6:00 PM,Bihar,-,-,0,1,29,13866
593,03-04-2020,6:00 PM,Chandigarh,-,-,0,0,18,13884
594,03-04-2020,6:00 PM,Chhattisgarh,-,-,3,0,9,13893
595,03-04-2020,6:00 PM,Delhi,-,-,8,4,219,14112
596,03-04-2020,6:00 PM,Goa,-,-,0,0,6,14118
597,03-04-2020,6:00 PM,Gujarat,-,-,10,8,95,14213
598,03-04-2020,6:00 PM,Haryana,-,-,24,0,49,14262
599,03-04-2020,6:00 PM,Himachal Pradesh,-,-,1,1,6,14268
600,03-04-2020,6:00 PM,Jammu and Kashmir,-,-,3,2,75,14343
601,03-04-2020,6:00 PM,Jharkhand,-,-,0,0,2,14345
602,03-04-2020,6:00 PM,Karnataka,-,-,10,3,124,14469
603,03-04-2020,6:00 PM,Kerala,-,-,27,2,286,14755
604,03-04-2020,6:00 PM,Ladakh,-,-,3,0,14,14769
605,03-04-2020,6:00 PM,Madhya Pradesh,-,-,0,6,104,14873
606,03-04-2020,6:00 PM,Maharashtra,-,-,42,16,335,15208
607,03-04-2020,6:00 PM,Manipur,-,-,0,0,2,15210
608,03-04-2020,6:00 PM,Mizoram,-,-,0,0,1,15211
609,03-04-2020,6:00 PM,Odisha,-,-,0,0,5,15216
610,03-04-2020,6:00 PM,Puducherry,-,-,1,0,5,15221
611,03-04-2020,6:00 PM,Punjab,-,-,1,5,48,15269
612,03-04-2020,6:00 PM,Rajasthan,-,-,3,0,167,15436
613,03-04-2020,6:00 PM,Tamil Nadu,-,-,6,1,309,15745
614,03-04-2020,6:00 PM,Telengana,-,-,1,7,158,15903
615,03-04-2020,6:00 PM,Uttarakhand,-,-,2,0,10,15913
616,03-04-2020,6:00 PM,Uttar Pradesh,-,-,14,2,172,16085
617,03-04-2020,6:00 PM,West Bengal,-,-,3,3,63,16148
618,03-04-2020,6:00 PM,Unassigned,-,-,0,0,77,16225
619,04-04-2020,6:00 PM,Andhra Pradesh,-,-,1,1,161,16386
620,04-04-2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,16396
621,04-04-2020,6:00 PM,Arunachal Pradesh,-,-,0,0,1,16397
622,04-04-2020,6:00 PM,Assam,-,-,0,0,24,16421
623,04-04-2020,6:00 PM,Bihar,-,-,0,1,30,16451
624,04-04-2020,6:00 PM,Chandigarh,-,-,0,0,18,16469
625,04-04-2020,6:00 PM,Chhattisgarh,-,-,3,0,9,16478
626,04-04-2020,6:00 PM,Delhi,-,-,15,6,445,16923
627,04-04-2020,6:00 PM,Goa,-,-,0,0,7,16930
628,04-04-2020,6:00 PM,Gujarat,-,-,14,10,105,17035
629,04-04-2020,6:00 PM,Haryana,-,-,24,0,49,17084
630,04-04-2020,6:00 PM,Himachal Pradesh,-,-,1,1,6,17090
631,04-04-2020,6:00 PM,Jammu and Kashmir,-,-,3,2,75,17165
632,04-04-2020,6:00 PM,Jharkhand,-,-,0,0,2,17167
633,04-04-2020,6:00 PM,Karnataka,-,-,12,3,128,17295
634,04-04-2020,6:00 PM,Kerala,-,-,41,2,295,17590
635,04-04-2020,6:00 PM,Ladakh,-,-,3,0,14,17604
636,04-04-2020,6:00 PM,Madhya Pradesh,-,-,0,6,104,17708
637,04-04-2020,6:00 PM,Maharashtra,-,-,42,24,490,18198
638,04-04-2020,6:00 PM,Manipur,-,-,0,0,2,18200
639,04-04-2020,6:00 PM,Mizoram,-,-,0,0,1,18201
640,04-04-2020,6:00 PM,Odisha,-,-,0,0,5,18206
641,04-04-2020,6:00 PM,Puducherry,-,-,1,0,5,18211
642,04-04-2020,6:00 PM,Punjab,-,-,1,5,57,18268
643,04-04-2020,6:00 PM,Rajasthan,-,-,21,0,200,18468
644,04-04-2020,6:00 PM,Tamil Nadu,-,-,6,2,411,18879
645,04-04-2020,6:00 PM,Telengana,-,-,1,7,159,19038
646,04-04-2020,6:00 PM,Uttarakhand,-,-,2,0,16,19054
647,04-04-2020,6:00 PM,Uttar Pradesh,-,-,19,2,174,19228
648,04-04-2020,6:00 PM,West Bengal,-,-,3,3,69,19297
649,05-04-2020,6:00 PM,Andhra Pradesh,-,-,1,1,190,19487
650,05-04-2020,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,19497
